cami,5,3,3
camila,5,3,3
cami,5,3,3
cami,2,0,3
cami,3,1,4
cami,5,3,3
cami,1,0,3
cami,1,0,3
carmen,2,0,6
carmen,0,0,6
camila,1,0,5
carmen,0,0,4
carmen,0,0,1
camila,1,0,2
camila,0,0,3
